,News Source,Tweet Text,Tweet Date,Compound Score,Pos.score,Neg.score,Neu.score,Tweets ago
131,CBC News,RT @CBCNB: Brothers with bootlegging background are making moonshine mainstream: https://t.co/xxYLFNq3Nq https://t.co/oVOlbqyJMe,Sun Jun 24 05:00:19 +0000 2018,0.0,0.0,0.0,1.0,32
132,CBC News,"F-16 fighter jets destroyed three houses on Friday which were connected by a trench in the town of Hajin, where ISI… https://t.co/lF1JLetExe",Sun Jun 24 04:30:01 +0000 2018,-0.3818,0.067,0.134,0.798,33
133,CBC News,RT @CBCPolitics: Faith-based camps feel sting of Trudeau government's summer jobs abortion clause https://t.co/5qCbJ0JmKN #hw #cdnpoli,Sun Jun 24 04:00:01 +0000 2018,0.0,0.0,0.0,1.0,34
134,CBC News,"Before their show on Saturday in Hamilton, Arkells invited 17-year-old Kaitlin Coghlin to meet them.… https://t.co/SN9Ji99CZq",Sun Jun 24 03:30:05 +0000 2018,0.0,0.0,0.0,1.0,35
135,CBC News,"RT @CBCNS: Why you can't find anti-tick clothing for sale in Canada, but it's OK in the U.S. https://t.co/lFiji2f74o https://t.co/a9zvvCfgSj",Sun Jun 24 03:00:02 +0000 2018,0.5993,0.17,0.0,0.83,36
136,CBC News,RT @CBCAlerts: Vancouver man tells his story after being swindled in complex scam involving fraudsters who claimed to be from Canada Revenu…,Sun Jun 24 02:30:02 +0000 2018,-0.7964,0.0,0.262,0.738,37
137,CBC News,"""I just need to know how many non-disclosure agreements you'd have to distribute … to get away with this."" https://t.co/6ksbe4UU80 @CBCDay6",Sun Jun 24 02:15:00 +0000 2018,0.2732,0.1,0.0,0.9,38
138,CBC News,RT @CBCPolitics: Grave mistakes: Tax agency cuts number of fatal file errors https://t.co/KZ17JUjFcZ #hw #cdnpoli https://t.co/6Czj9qT5oX,Sun Jun 24 02:00:20 +0000 2018,-0.8979,0.053,0.539,0.408,39
139,CBC News,RT @CBCCalgary: COC session vote approves Calgary as potential host for 2026 Olympics https://t.co/Fu9m3CfLX1 https://t.co/dClwT7I1jZ,Sun Jun 24 01:30:01 +0000 2018,0.4019,0.162,0.0,0.838,40
140,CBC News,The B.C. Court of Appeal has dismissed the cable giant's argument that it shouldn't have to pay $1.66 million in pr… https://t.co/AS9ky1bl1p,Sun Jun 24 01:00:00 +0000 2018,-0.2969,0.054,0.105,0.84,41
141,CBC News,Five Canadian families will finally be able to return home with the Japanese-born children they are adopting https://t.co/KvHdF4bPZ4,Sun Jun 24 00:30:03 +0000 2018,0.0,0.0,0.0,1.0,42
142,CBC News,"His snap election gamble could cost him, as the weekend vote expected to be close. https://t.co/4yHlpr4Lik @nilkoksalcbc",Sun Jun 24 00:00:01 +0000 2018,0.0,0.0,0.0,1.0,43
143,CBC News,Paintings by Indigenous artist Kent Monkman featured in inaugural show. https://t.co/sg2dJEtk9O @abmacbc,Sat Jun 23 23:30:11 +0000 2018,0.0,0.0,0.0,1.0,44
144,CBC News,RT @CBCEnt: No drugs in Anthony Bourdain's body when he died: prosecutor   https://t.co/XqL8vj3SHb https://t.co/Ww6TXcxtXD,Sat Jun 23 23:00:02 +0000 2018,-0.7003,0.0,0.326,0.674,45
145,CBC News,"#Opinion: In Canada, there are no laws regarding temperatures above or below which farmed animals cannot be transpo… https://t.co/dFRJO7sM0m",Sat Jun 23 22:30:00 +0000 2018,-0.296,0.0,0.109,0.891,46
146,CBC News,RT @CBCManitoba: Deaths and deceit: Churchill rail line has long track record of controversy https://t.co/nX2DsgcZEQ https://t.co/TidZonznw6,Sat Jun 23 22:00:17 +0000 2018,-0.4588,0.0,0.167,0.833,47
147,CBC News,RT @CBCAlerts: World's last ban on female drivers lifted as women in Saudi Arabia allowed to take the wheel for the first time. https://t.c…,Sat Jun 23 21:46:45 +0000 2018,-0.5574,0.0,0.135,0.865,48
148,CBC News,A St. Catharines man jumped into water to dislodge a fish hook from a swan's neck. https://t.co/vMzMoBs8Zs… https://t.co/a9AZ1IYoA1,Sat Jun 23 21:35:03 +0000 2018,0.0,0.0,0.0,1.0,49
149,CBC News,RT @CBCDay6: From data scandals to ivory sales: @GretchenSPeters explains how Facebook became a flourishing marketplace for the illegal wil…,Sat Jun 23 21:30:10 +0000 2018,-0.7783,0.0,0.286,0.714,50
150,CBC News,"RT @CBCEnt: Game of Thrones co-stars Kit Harington, Rose Leslie to wed https://t.co/JexqJfbSc1 https://t.co/MuIGALeKZf",Sat Jun 23 21:00:08 +0000 2018,0.0,0.0,0.0,1.0,51
151,CBC News,"RT @CBCNL: 4 people are safe, after a rescue off the coast of St. John's

https://t.co/PxJicDTf1q
#cbcnl https://t.co/rFrxfzHauT",Sat Jun 23 20:30:03 +0000 2018,0.7351,0.307,0.0,0.693,52
152,CBC News,RT @CBCAlerts: More @CBCNews: https://t.co/lfHnJPP84z,Sat Jun 23 20:00:28 +0000 2018,0.0,0.0,0.0,1.0,53
153,CBC News,RT @CBCNS: UPDATED: BP reports drilling mud spill off Nova Scotia https://t.co/RjrCE7C9Qz https://t.co/kOIxj4Kxyh,Sat Jun 23 19:30:05 +0000 2018,0.0,0.0,0.0,1.0,54
154,CBC News,"Are you one of those ""helicopter parents?""  https://t.co/HTCHQehUwk @kasroussy",Sat Jun 23 19:00:13 +0000 2018,0.0,0.0,0.0,1.0,55
155,CBC News,"RT @CBCPolitics: Canadian military not ready for 'space army,' former defence chief says https://t.co/Jgl266qc54 #hw #cdnpoli https://t.co/…",Sat Jun 23 18:30:17 +0000 2018,-0.1803,0.076,0.114,0.81,56
156,CBC News,#Analysis: The president knows nothing energizes his supporters quite like the issue of immigration. https://t.co/lCK2S1LTeS @KeithBoag,Sat Jun 23 18:00:02 +0000 2018,-0.2885,0.135,0.239,0.626,57
157,CBC News,RT @CBCOttawa: Mosaïculture Gatineau 2018 opens its doors  https://t.co/LM9w7Me7AS #ottnews #ottawa https://t.co/8sy1DNPZmu,Sat Jun 23 17:30:13 +0000 2018,0.0,0.0,0.0,1.0,58
158,CBC News,RT @TheCurrentCBC: Meet the Sherlock Holmes of bird crimes investigating the black market for dead hummingbirds: https://t.co/IS96OdBibh ht…,Sat Jun 23 17:00:02 +0000 2018,-0.6486,0.0,0.202,0.798,59
159,CBC News,This girl was not separated from her mother. But other children were. https://t.co/mRhCNhc4tK @markgollom,Sat Jun 23 16:00:27 +0000 2018,0.0,0.0,0.0,1.0,60
160,CBC News,"At this St. John's daycare, you're never too young to learn throat singing.

Read more: https://t.co/7V6RgHAP5d… https://t.co/zcRjyITtyt",Sat Jun 23 15:30:27 +0000 2018,0.0,0.0,0.0,1.0,61
161,CBC News,RT @CBCEdmonton: Alberta stowaway cat flown home after hitching ride to B.C.  https://t.co/vvRhXH7NV7 https://t.co/4zxcngia6S,Sat Jun 23 15:00:10 +0000 2018,0.0,0.0,0.0,1.0,62
162,CBC News,Canada separated thousands of Indigenous children from their parents between the 1960s and the 1980s. It's called t… https://t.co/rF5q9Jby0z,Sat Jun 23 14:30:00 +0000 2018,0.0,0.0,0.0,1.0,63
163,CBC News,"#Analysis: The devastating war in Yemen hasn't been forgotten, an aid worker says, ""it's been ignored."" https://t.co/Lu5MmHY9lN @mevansCBC",Sat Jun 23 14:30:00 +0000 2018,-0.8193,0.067,0.33,0.603,64
164,CBC News,"RT @cbcnewsbc: Jogger crosses U.S. border by accident, detained by authorities for 2 weeks
https://t.co/TUsyOcajoe https://t.co/1x8bFu7nEF",Sat Jun 23 14:00:53 +0000 2018,-0.7003,0.0,0.309,0.691,65
165,CBC News,"One immigration lawyer says he sees ""a wall on the northern border for Canadian because of marijuana."" https://t.co/vSt5ukWVye @JPTasker",Sat Jun 23 13:30:00 +0000 2018,0.0,0.0,0.0,1.0,66
166,CBC News,RT @CBCMontreal: Baby dies in car after father forgets to bring child to daycare in Griffintown https://t.co/EjHMWkQhxB https://t.co/d14yZU…,Sat Jun 23 13:00:11 +0000 2018,0.0,0.0,0.0,1.0,67
167,CBC News,"Windsor-Detroit Bridge Authority fires back against ""untruths"" in ad that asks Trump to kill the Canadian-funded Go… https://t.co/wmMuUJ8COt",Sat Jun 23 12:00:10 +0000 2018,-0.6597,0.059,0.214,0.727,68
168,CBC News,Trade issues with the U.S. have Canadians feeling more patriotic at the checkout counter https://t.co/EMExvFk2qC,Sat Jun 23 11:00:15 +0000 2018,0.128,0.097,0.0,0.903,69
169,CBC News,Ontario's doctors expected to return to the bargaining table next month with incoming Progressive Conservative gove… https://t.co/h3zbAE4ftb,Sat Jun 23 10:00:12 +0000 2018,0.0,0.0,0.0,1.0,70
170,CBC News,Alberta's finance minister says he plans to keep raising concerns about Canada's newly extended equalization program https://t.co/XL9gUaG010,Sat Jun 23 09:00:23 +0000 2018,0.0,0.0,0.0,1.0,71
171,CBC News,"Relying on temp agency nurses lowers the quality of care and diminishes trust, former long-term care home administr… https://t.co/Odhpe4gxKi",Sat Jun 23 08:00:09 +0000 2018,0.8481,0.37,0.057,0.573,72
172,CBC News,"""Embarassed"" CRA scam victim makes up false abduction story to save face https://t.co/gkm1pyIp6d",Sat Jun 23 07:00:02 +0000 2018,-0.7506,0.147,0.44,0.413,73
173,CBC News,Study finds that raccoons with easy access to human food waste are significantly heavier and are more likely to be… https://t.co/U8kahD4szb,Sat Jun 23 06:00:09 +0000 2018,0.0258,0.117,0.113,0.769,74
174,CBC News,"In response to EU counter tariffs on bourbon, peanut butter and other American products, Trump threatens 20% U.S. t… https://t.co/BwcvdBN928",Sat Jun 23 05:00:01 +0000 2018,-0.3818,0.0,0.12,0.88,75
175,CBC News,Trudeau fined $100 for failing to declare a pair of sunglasses he was gifted by P.E.I. Premier Wade MacLauchlan https://t.co/t5QkVEbNBr,Sat Jun 23 04:00:03 +0000 2018,-0.5106,0.0,0.155,0.845,76
176,CBC News,Giant telescope project back before Hawaii's Supreme Court https://t.co/OIm3ON0dEC,Sat Jun 23 03:00:20 +0000 2018,0.5574,0.31,0.0,0.69,77
177,CBC News,Six-month-old baby dies after being forgotten in a car all day in Montreal https://t.co/uqzzq5fsb7,Sat Jun 23 02:30:11 +0000 2018,-0.2263,0.0,0.137,0.863,78
178,CBC News,"Trump accuses Democrats of telling ""phoney stories of sadness and grief"" and asserts that the real victims of the U… https://t.co/QSzpQvEIWh",Sat Jun 23 02:00:21 +0000 2018,-0.8689,0.0,0.388,0.612,79
179,CBC News,Chinese social media site Weibo censors discussion of Last Week Tonight and HBO host John Oliver after Oliver criti… https://t.co/ZKr9dk6P4W,Sat Jun 23 01:30:11 +0000 2018,-0.296,0.0,0.104,0.896,80
180,CBC News,"RT @CBCTheNational: Watch #CBCTheNational LIVE for June 22 — U.S. Immigration, Tariffs, RCMP Shortage https://t.co/epuWW3kzjv",Sat Jun 23 01:04:14 +0000 2018,-0.25,0.0,0.133,0.867,81
181,CBC News,Mass protests erupt in Spain after five men convicted of sexually assaulting a young woman at the Pamplona bull run… https://t.co/3wCjWsQGxM,Sat Jun 23 01:00:18 +0000 2018,-0.6369,0.0,0.224,0.776,82
182,CBC News,"RT @cbcnewsbc: A jogger who accidentally crossed U.S. border from B.C. was detained for two weeks. 

So began a two-week nightmare that lan…",Sat Jun 23 00:38:09 +0000 2018,-0.6249,0.0,0.212,0.788,83
183,CBC News,Laylin Delorme found guilty of 1st degree murder and two counts of armed robbery for the killing of two Mac's conve… https://t.co/fMiCHHIcIy,Sat Jun 23 00:30:06 +0000 2018,-0.9169,0.0,0.385,0.615,84
184,CBC News,RT @connie_walker: Canada also has a history of separating children from their parents. We explore the impacts of the #SixtiesScoop in our…,Sat Jun 23 00:12:56 +0000 2018,0.0,0.0,0.0,1.0,85
185,CBC News,Judge throws out key Crown witness evidence at Dellen Millard murder trial https://t.co/H6JOvNelpK,Sat Jun 23 00:00:31 +0000 2018,-0.6908,0.0,0.281,0.719,86
186,CBC News,"This Sudbury toddler was supposed to be asleep but was secretly working on his hockey skills instead.

Read more:… https://t.co/Y3I1KPxNef",Fri Jun 22 23:30:21 +0000 2018,0.0,0.0,0.0,1.0,87
187,CBC News,Liberal government to buy three icebreakers for the Canadian Coast Guard from a Quebec shipyard https://t.co/rGnHKjedPe,Fri Jun 22 23:00:07 +0000 2018,0.0,0.0,0.0,1.0,88
188,CBC News,"Italy calls Malta's refusal to take in a ship of migrants rescued off the Libyan coast ""absurd"" and ""inhumane"" https://t.co/feCTyGA5Vo",Fri Jun 22 22:30:19 +0000 2018,0.4215,0.135,0.0,0.865,89
189,CBC News,"A version of Messenger Kids is now available in Canada, but critics argue children aren't ready. https://t.co/DeODaaOaEN @mattbraga",Fri Jun 22 21:00:06 +0000 2018,-0.8208,0.0,0.38,0.62,90
190,CBC News,"The family of Selim Esen, one of the presumed victims of accused serial killer Bruce McArthur, has released its fir… https://t.co/oqCA0w8JwE",Fri Jun 22 20:30:00 +0000 2018,-0.8316,0.0,0.328,0.672,91
191,CBC News,RT @cbcnewsbc: B.C. Crown says polygamous leader took 15-year-old girl across border for sex https://t.co/C6ydSPndVx https://t.co/KMTI91wq9n,Fri Jun 22 20:00:18 +0000 2018,0.0,0.0,0.0,1.0,92
192,CBC News,Pushing back against critics of his administration's policy of separating migrant families at the U.S-Mexico border… https://t.co/dAYS43Jj2I,Fri Jun 22 19:59:38 +0000 2018,-0.296,0.0,0.121,0.879,93
193,CBC News,The federal Liberal government quietly extended the current equalization payment formula until 2024 — without negot… https://t.co/6Em97EegPS,Fri Jun 22 19:30:19 +0000 2018,0.0,0.0,0.0,1.0,94
194,CBC News,"RT @CBCNL: 🎶 Spider-Grape, Spider-Grape, does whatever a Spider-Grape does 🎶

St. John's woman finds black widow in her fruit

https://t.co…",Fri Jun 22 19:00:35 +0000 2018,0.0,0.0,0.0,1.0,95
195,CBC News,"RT @CBCIndigenous: Message of National Indigenous Peoples Day should be heard all year, Elijah Harper's son says https://t.co/CrAO9oeYCR ht…",Fri Jun 22 18:45:00 +0000 2018,0.0,0.0,0.0,1.0,96
196,CBC News,Trump talks about immigration and crime https://t.co/5Ec07AyopM,Fri Jun 22 18:39:55 +0000 2018,-0.5423,0.0,0.368,0.632,97
197,CBC News,North and South Korea have agreed to hold temporary reunions of families divided by the Korean War. https://t.co/0WaKL9pVe0,Fri Jun 22 18:30:11 +0000 2018,-0.4215,0.095,0.177,0.727,98
198,CBC News,Russia says the evidence the U.S. and its allies have used to accuse the Syrian government of launching chemical at… https://t.co/Cu4GdNQ7Ig,Fri Jun 22 18:15:01 +0000 2018,-0.2023,0.0,0.083,0.917,99
199,CBC News,"RT @cbcsports: Nigeria's win over Iceland sets up showdown with Argentina

#worldcup

#NGA #ISL 
https://t.co/A2rOGTLJ5h https://t.co/7zwTS…",Fri Jun 22 17:46:29 +0000 2018,0.5859,0.202,0.0,0.798,100
200,CNN,Every single person in charge of law and order in this Georgia town is a black woman https://t.co/fkQvdWFMJ1 https://t.co/3rvP1ka6rS,Sun Jun 24 23:00:18 +0000 2018,0.0,0.0,0.0,1.0,1
201,CNN,Border patrol agents are stopping people on highways in New England to check their citizenship… https://t.co/dC3vpcFQiL,Sun Jun 24 22:42:02 +0000 2018,-0.1531,0.0,0.096,0.904,2
202,CNN,"Amid the furor over the policy that resulted in thousands of families separated at the border, Department of Homela… https://t.co/b4x3boVNGf",Sun Jun 24 22:24:40 +0000 2018,0.0,0.0,0.0,1.0,3
203,CNN,"This detained mom has no idea where her son is, so she wrote a letter to him
https://t.co/Upbj2XLYzt https://t.co/zxc1B6vSeM",Sun Jun 24 22:00:04 +0000 2018,-0.5994,0.0,0.234,0.766,4
204,CNN,"Teenage boy reported missing from a Texas facility that cares for migrants, police say https://t.co/xcYzobQG85 https://t.co/eSNfegPu5q",Sun Jun 24 21:43:36 +0000 2018,0.2023,0.165,0.121,0.714,5
205,CNN,"Turkish President Recep Tayyip Erdogan has declared victory in Turkey’s presidential elections, but he says the res… https://t.co/iaE80GhP1V",Sun Jun 24 21:37:00 +0000 2018,0.0,0.0,0.0,1.0,6
206,CNN,Mo Salah is considering quitting the Egyptian national team due to unhappiness over his #WorldCup Chechnya controve… https://t.co/qG0b9xop9B,Sun Jun 24 21:25:04 +0000 2018,-0.5267,0.0,0.167,0.833,7
207,CNN,"""It's a disturbing picture. There are children by themselves. They're all on concrete floors in cages... there's ju… https://t.co/11HhW3gpI0",Sun Jun 24 21:24:34 +0000 2018,-0.5106,0.0,0.163,0.837,8
208,CNN,Linkin Park singer Chester Bennington's widow Talinda tells @AndersonCooper that there were warning signs before he… https://t.co/HjGTvTE356,Sun Jun 24 21:01:36 +0000 2018,-0.34,0.0,0.13,0.87,9
209,CNN,Jurassic World sequel crosses $700 million at the global box office https://t.co/GZjKPlKaOC https://t.co/v18Wbmo6es,Sun Jun 24 20:59:06 +0000 2018,0.0,0.0,0.0,1.0,10
210,CNN,"Lena Dunham, Sia, Amber Heard and other stars visited the border city of Tornillo, Texas, to protest the Trump admi… https://t.co/Q3H6TyZaMp",Sun Jun 24 20:40:39 +0000 2018,-0.25,0.0,0.091,0.909,11
211,CNN,"Turkish President Recep Tayyip Erdogan has declared victory in Turkey’s presidential elections, but he says the res… https://t.co/xh1Kyy08XL",Sun Jun 24 20:13:06 +0000 2018,0.0,0.0,0.0,1.0,12
212,CNN,"""We've been waiting for this moment for such a long time, and now finally it's here!"" Saudi women tell @CNN how the… https://t.co/0Hr1CZDMOK",Sun Jun 24 20:00:01 +0000 2018,0.0,0.0,0.0,1.0,13
213,CNN,Erdogan declares victory in Turkish election https://t.co/IZzVbR5QOH https://t.co/Yf386oP3FW,Sun Jun 24 19:52:22 +0000 2018,0.0,0.0,0.0,1.0,14
214,CNN,Two San Diego Police officers were shot after they breached an apartment that smelled of smoke on Saturday night… https://t.co/TxpF9IDYsy,Sun Jun 24 19:42:11 +0000 2018,0.0,0.0,0.0,1.0,15
215,CNN,"Jane Clementi, whose 18-year-old son, Tyler Clementi, died by suicide after being bullied online, tells… https://t.co/PoXSQWbr3n",Sun Jun 24 19:01:26 +0000 2018,-0.9217,0.0,0.484,0.516,16
216,CNN,"""Quit trying to make us feel teary-eyed for the children. Yes, I love children a great deal, but to me, it's up to… https://t.co/lmpTK1cigE",Sun Jun 24 18:54:05 +0000 2018,0.7184,0.269,0.0,0.731,17
217,CNN,"Otzi, a 5,300-year-old glacier mummy found in the Italian Alps, is older than the Giza pyramids and Stonehenge. The… https://t.co/p9hIsIR3PM",Sun Jun 24 18:40:04 +0000 2018,0.0,0.0,0.0,1.0,18
218,CNN,"New Zealand Prime Minister Jacinda Ardern revealed the name of her baby girl, Neve. Ardern is the first world leade… https://t.co/UJ6luDgAG7",Sun Jun 24 18:27:05 +0000 2018,0.0,0.0,0.0,1.0,19
219,CNN,Preliminary results in Turkey's snap elections show President Recep Tayyip Erdogan in the lead over his nearest riv… https://t.co/MrwofWRIYL,Sun Jun 24 18:14:04 +0000 2018,0.0,0.0,0.0,1.0,20
220,CNN,England record biggest ever #WorldCup win after putting six goals past Panama https://t.co/7mKw5AYwMC,Sun Jun 24 18:04:49 +0000 2018,0.5859,0.241,0.0,0.759,21
221,CNN,"At least five people were injured when an explosion, followed by a fire, tore through an apartment building in Germ… https://t.co/h8jALtiBr0",Sun Jun 24 17:49:40 +0000 2018,-0.6249,0.0,0.221,0.779,22
222,CNN,Late Japan equalizer from Keisuke Honda stalls Senegal's surge toward the last-16 of the World Cup to ensure Group… https://t.co/d7U98CLtMv,Sun Jun 24 17:36:08 +0000 2018,0.3818,0.12,0.0,0.88,23
223,CNN,This teenager volunteered her skills in sign language to help a blind and deaf man on a cross-country flight https://t.co/lGQN2xAqYD,Sun Jun 24 17:23:08 +0000 2018,0.0,0.126,0.126,0.748,24
224,CNN,"""We have been encouraging illegal immigration,"" says Wisconsin GOP Sen. Ron Johnson https://t.co/aykSJGyRQd https://t.co/M0I1EIe7LG",Sun Jun 24 17:11:04 +0000 2018,-0.0516,0.179,0.189,0.632,25
225,CNN,Two San Diego Police officers were shot after they breached an apartment that smelled of smoke on Saturday night… https://t.co/o6cB4N2UTd,Sun Jun 24 17:00:04 +0000 2018,0.0,0.0,0.0,1.0,26
226,CNN,Preliminary results in Turkey's snap elections show President Recep Tayyip Erdogan in the lead over his nearest riv… https://t.co/SmXwbmzBCv,Sun Jun 24 16:45:10 +0000 2018,0.0,0.0,0.0,1.0,27
227,CNN,"Almost 350 migrants are stranded on two boats in the Mediterranean, including a Danish cargo ship, as a standoff be… https://t.co/LVV7sxmR6L",Sun Jun 24 16:34:03 +0000 2018,0.0,0.0,0.0,1.0,28
228,CNN,The Trump administration is releasing its plan for putting back together the thousands of families it separated at… https://t.co/rYcluUlagk,Sun Jun 24 16:22:06 +0000 2018,0.0,0.0,0.0,1.0,29
229,CNN,At least two people were killed and more than 100 injured in an explosion Saturday at a rally attended by Ethiopian… https://t.co/HHd8ABYtIz,Sun Jun 24 16:11:06 +0000 2018,-0.8158,0.0,0.282,0.718,30
230,CNN,Prince William arrived in Jordan on the first stop of a five-day Middle East tour that will also take him to Israel… https://t.co/dJf3LsSkeP,Sun Jun 24 16:00:09 +0000 2018,-0.296,0.0,0.095,0.905,31
231,CNN,"The U.S. Navy announced Saturday the death of Lt. Christopher Carey Short, a pilot who died in a plane crash during… https://t.co/NerrjVcbH3",Sun Jun 24 15:49:04 +0000 2018,-0.8807,0.0,0.375,0.625,32
232,CNN,"At least five people were injured when an explosion, followed by a fire, tore through an apartment building in Germ… https://t.co/pLCcY2Tfbp",Sun Jun 24 15:38:16 +0000 2018,-0.6249,0.0,0.221,0.779,33
233,CNN,Jurassic World sequel crosses $700 million at the global box office https://t.co/IlBYCnKzHy https://t.co/BzWEZ1agSv,Sun Jun 24 15:25:18 +0000 2018,0.0,0.0,0.0,1.0,34
234,CNN,England qualified for the last 16 of the World Cup with a thumping 6-1 victory over Panama Sunday in a sweltering N… https://t.co/1JGu5AXkWH,Sun Jun 24 15:12:05 +0000 2018,0.0,0.0,0.0,1.0,35
235,CNN,Mo Salah is considering quitting the Egyptian national team due to unhappiness over his #WorldCup Chechnya controve… https://t.co/M0kxmAJXl0,Sun Jun 24 14:20:49 +0000 2018,-0.5267,0.0,0.167,0.833,36
236,CNN,Are Canadians really as nice as most Americans think they are? @WKamauell talks to proud Canadian @therealrussellp… https://t.co/U0yeOqBxgK,Sun Jun 24 14:15:06 +0000 2018,0.7334,0.279,0.0,0.721,37
237,CNN,England record biggest ever #WorldCup win after putting six goals past Panama https://t.co/pRTqvMtIcm,Sun Jun 24 14:05:25 +0000 2018,0.5859,0.241,0.0,0.759,38
238,CNN,"""Thirty years after my brother's death, I still ask why"": @AndersonCooper remembers his brother, Carter, who died b… https://t.co/h93UYhWxo1",Sun Jun 24 14:00:12 +0000 2018,-0.8176,0.0,0.319,0.681,39
239,CNN,Democratic Rep. Barbara Lee of California describes her visit to detention facilities on the US-Mexico border and s… https://t.co/nmsKObhh3K,Sun Jun 24 13:48:26 +0000 2018,-0.3612,0.0,0.122,0.878,40
240,CNN,"Sen. Bernie Sanders: President Trump needs to ""make it clear that the United States of America is not a nation whic… https://t.co/DZH2lkQ1p6",Sun Jun 24 13:31:10 +0000 2018,0.6597,0.221,0.0,0.779,41
241,CNN,"Democratic Sen. Jeff Merkley is ""exploring the possibility"" of throwing his hat in the ring in the 2020 presidentia… https://t.co/cUN7NCn4gg",Sun Jun 24 13:30:14 +0000 2018,0.0,0.0,0.0,1.0,42
242,CNN,Sen. Ron Johnson says the most recent information he has from the Department of Homeland Security is that “about 21… https://t.co/8FvQPMeViz,Sun Jun 24 13:12:09 +0000 2018,0.34,0.107,0.0,0.893,43
243,CNN,"American Outdoor Brands, the gun maker that owns the iconic Smith &amp; Wesson line of firearms, reported plunging sale… https://t.co/x3lGJgBThv",Sun Jun 24 13:00:18 +0000 2018,-0.34,0.0,0.112,0.888,44
244,CNN,This teenager volunteered her skills in sign language to help a blind and deaf man on a cross-country flight https://t.co/HDoL65TKwO,Sun Jun 24 12:31:03 +0000 2018,0.0,0.126,0.126,0.748,45
245,CNN,"Former Trump campaign manager Corey Lewandowski has been dropped by his speakers bureau after saying ""womp womp"" re… https://t.co/608JmBtvS9",Sun Jun 24 12:30:17 +0000 2018,0.0,0.0,0.0,1.0,46
246,CNN,"New Zealand Prime Minister Jacinda Ardern and her partner Clarke Gayford have revealed the name of their baby girl,… https://t.co/SrBM771oZg",Sun Jun 24 12:12:06 +0000 2018,0.0,0.0,0.0,1.0,47
247,CNN,"A Chicago teen, shot in the head, was covered with a sheet by paramedics. He died nearly a day later.… https://t.co/ZRyOiHPkQX",Sun Jun 24 12:00:17 +0000 2018,-0.5574,0.0,0.175,0.825,48
248,CNN,Recreational marijuana use will soon be legal in Canada https://t.co/UNVKKJZDuP https://t.co/eTODylDScV,Sun Jun 24 11:45:04 +0000 2018,0.128,0.13,0.0,0.87,49
249,CNN,"In the constellation of Sagittarius, three infant planets have been found orbiting a young star 330 light-years fro… https://t.co/01FNZXyuQz",Sun Jun 24 11:31:00 +0000 2018,0.0,0.0,0.0,1.0,50
250,CNN,"""We've been waiting for this moment for such a long time, and now finally it's here!"" Saudi women tell @CNN how the… https://t.co/R485BiQFn9",Sun Jun 24 11:30:50 +0000 2018,0.0,0.0,0.0,1.0,51
251,CNN,New Zealand Prime Minister Jacinda Ardern became the first world leader in nearly 30 years to have a child while in… https://t.co/3TRRXivoWo,Sun Jun 24 11:30:09 +0000 2018,0.0,0.0,0.0,1.0,52
252,CNN,Every single person in charge of law and order in this Georgia town is a black woman https://t.co/kUpZ4JAiXW https://t.co/3PuuRJjkRV,Sun Jun 24 11:15:05 +0000 2018,0.0,0.0,0.0,1.0,53
